,ADA,AION,ALGO,ATOM,BAND,BAT,BCH,BNB,BNT,BTC,BTS,BTT,BUSD,CTXC,CVC,DASH,DATA,DENT,DOGE,ENJ,EOS,ETC,ETH,FTT,FUN,GTO,HBAR,ICX,IOST,IOTA,IOTX,LINK,LSK,LTC,MATIC,MITH,NANO,NEO,NULS,OMG,ONT,QTUM,RLC,STX,THETA,TRX,TUSD,VET,WAN,WAVES,WTC,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2020-08-19,0.12966,0.1262,0.5965,5.65,11.9884,0.3181,292.73,22.3761,1.7704,11754.59,0.02881,0.000468,0.9998,0.1334,0.03987,87.72,0.05895,0.0003001,0.0034196,0.19695,3.3487,6.798,407.46,3.341,0.005241,0.00958,0.05006,0.4547,0.006832,0.3719,0.008754,16.1863,1.5788,62.12,0.02479,0.01029,1.1784,15.834,0.4801,3.3775,0.7795,3.296,1.4946,0.2441,0.40443,0.02648,0.9997,0.017857,0.3782,3.8151,0.599,0.10222,91.31,0.28975,3.6247,76.3,0.02185,0.5133
2020-08-20,0.13413,0.1303,0.6264,6.297,12.2862,0.3609,294.69,23.0888,2.3172,11853.55,0.0302,0.0004667,0.9995,0.1396,0.046,91.5,0.06467,0.0003043,0.0034399,0.20824,3.4429,6.9696,415.94,3.447,0.005284,0.01027,0.05222,0.5412,0.007554,0.3987,0.008709,16.0483,1.7564,62.8,0.02667,0.01076,1.2391,17.842,0.5013,5.6755,0.8548,4.078,1.6877,0.2834,0.45499,0.02746,0.9994,0.019392,0.4366,3.8557,0.6682,0.10728,101.56,0.29218,3.8546,78.87,0.02276,0.6111
2020-08-21,0.12315,0.142,0.5323,5.606,10.3254,0.3772,283.02,22.0988,1.9545,11531.34,0.02945,0.0004251,1.0002,0.1354,0.05275,86.75,0.05808,0.0002832,0.0033776,0.20989,3.2528,6.6324,387.97,3.268,0.004831,0.00945,0.04886,0.5576,0.007278,0.3715,0.008189,13.8325,1.8389,59.2,0.02477,0.00995,1.19,16.387,0.4698,6.2394,0.8374,3.769,1.4074,0.2614,0.42093,0.02425,1.0003,0.017962,0.4292,3.2014,0.6418,0.09949,92.21,0.27933,3.3885,73.56,0.02118,0.694
2020-08-22,0.12515,0.1488,0.5636,6.411,12.24,0.3977,286.44,22.2044,2.0383,11662.96,0.03142,0.0004304,0.9995,0.1397,0.04819,90.82,0.0644,0.000271,0.0034331,0.22542,3.362,6.7702,395.24,3.346,0.004765,0.00972,0.05002,0.6455,0.007366,0.4036,0.008449,15.8078,1.9255,60.21,0.02615,0.00984,1.3813,18.936,0.4844,6.1359,0.9178,4.162,1.5173,0.2856,0.44905,0.02512,0.9995,0.018165,0.4655,3.3831,0.7469,0.10223,94.5,0.28592,3.5758,76.88,0.02189,0.7281
2020-08-23,0.12141,0.1411,0.6132,8.532,11.7272,0.4024,284.67,21.8555,1.9202,11648.13,0.03087,0.0004171,0.9996,0.1443,0.04643,91.41,0.06229,0.0002761,0.0033955,0.22097,3.3212,6.7588,390.71,3.371,0.004873,0.00956,0.04878,0.6133,0.007242,0.3852,0.008424,15.1428,1.8683,60.55,0.0253,0.0098,1.3054,18.17,0.4794,6.41,0.8886,3.988,1.5629,0.2963,0.48402,0.02435,0.9996,0.017889,0.4421,3.499,0.7101,0.10293,91.26,0.2848,3.5188,84.36,0.02144,0.7223
2020-08-24,0.12361,0.151,0.6293,8.211,11.7235,0.3966,290.63,22.5953,1.9008,11748.2,0.03066,0.0004352,0.9999,0.1479,0.04711,91.82,0.06265,0.0002903,0.0034116,0.2447,3.3854,6.8537,407.68,3.477,0.005006,0.0101,0.04949,0.6116,0.007515,0.3925,0.008606,15.1419,1.9074,62.02,0.02794,0.01084,1.2918,18.074,0.4868,5.8441,0.8905,3.818,1.6156,0.2833,0.55199,0.0251,0.9999,0.01817,0.4419,3.6478,0.6943,0.10294,93.64,0.2884,3.6791,80.26,0.02372,0.7305
2020-08-25,0.11239,0.134,0.5609,8.378,11.0925,0.3451,275.52,21.3882,1.8187,11318.42,0.02771,0.0004077,0.9997,0.1586,0.04182,84.5,0.05826,0.0002686,0.0032907,0.2264,3.1206,6.4692,382.93,3.477,0.004719,0.00959,0.04623,0.5779,0.00686,0.3619,0.008205,14.1164,1.7146,58.34,0.0257,0.00994,1.1912,17.023,0.4468,5.15,0.8306,3.482,1.4799,0.2591,0.50751,0.02299,0.9996,0.016883,0.3977,3.227,0.6648,0.09714,88.63,0.27625,3.4347,72.93,0.02135,0.6484
2020-08-26,0.11435,0.1337,0.55,7.708,13.0297,0.3514,274.81,22.1999,1.7862,11461.43,0.0281,0.0004196,0.9994,0.1474,0.04194,85.8,0.05819,0.0002993,0.0032939,0.22716,3.1179,6.46,385.81,3.621,0.004893,0.01079,0.04657,0.6398,0.006817,0.3566,0.008288,15.2,1.7996,58.1,0.02739,0.01031,1.2215,17.322,0.4487,5.4999,0.881,3.784,1.5862,0.2482,0.49529,0.02369,0.9995,0.017113,0.3883,3.2575,0.6303,0.09804,88.93,0.27653,3.3666,75.0,0.02239,0.6591
2020-08-27,0.10725,0.1236,0.5225,7.291,12.1349,0.3265,264.71,23.1127,1.7758,11330.38,0.02686,0.0004101,1.0001,0.1393,0.03957,83.35,0.05549,0.0003132,0.0031997,0.21113,2.979,6.3544,383.27,3.583,0.004621,0.01053,0.04399,0.5815,0.006428,0.3394,0.009386,14.5234,1.642,56.1,0.02579,0.00954,1.1481,17.649,0.433,5.02,0.8413,3.37,1.4573,0.2458,0.44932,0.02307,1.0001,0.015933,0.3549,3.0972,0.5883,0.09376,89.66,0.26469,3.2235,72.13,0.02029,0.6055
2020-08-28,0.10927,0.1264,0.5337,7.559,12.7839,0.3491,268.66,23.0811,1.9902,11526.91,0.02766,0.0004299,0.9996,0.1513,0.04296,84.99,0.05793,0.0003089,0.0032637,0.22119,3.1159,6.5278,395.11,3.811,0.00479,0.01149,0.04482,0.6149,0.006439,0.3494,0.009944,15.1207,1.7887,57.38,0.02684,0.01009,1.1666,18.294,0.4521,5.4159,0.8401,3.342,1.47,0.251,0.47443,0.02392,0.9995,0.016317,0.371,3.3697,0.6273,0.09569,94.43,0.27174,3.2635,76.24,0.02096,0.6387
2020-08-29,0.11623,0.129,0.5334,7.27,12.7161,0.3517,268.04,22.9398,1.816,11465.84,0.02903,0.0004477,0.9997,0.1667,0.04491,85.0,0.05989,0.0003032,0.0032749,0.2132,3.126,6.4926,398.65,3.963,0.00482,0.01196,0.04537,0.6333,0.006697,0.3665,0.011767,16.3612,1.8513,56.97,0.02753,0.01057,1.16,21.141,0.5003,5.1059,0.9135,3.431,1.5709,0.2522,0.50518,0.02491,0.9997,0.016744,0.3931,3.37,0.6251,0.09615,92.65,0.2738,3.3512,78.68,0.02093,0.6443
2020-08-30,0.11747,0.1378,0.5181,7.621,13.7355,0.3457,279.39,23.6208,1.8769,11711.16,0.02964,0.0004584,1.0,0.1554,0.04336,88.27,0.05907,0.0003044,0.0032981,0.21843,3.2614,6.6907,428.94,4.209,0.004757,0.01137,0.04697,0.6153,0.006882,0.365,0.010993,16.4788,1.7939,62.89,0.02718,0.0105,1.1714,20.662,0.4692,5.4857,0.891,3.449,1.6254,0.2492,0.49811,0.02696,1.0,0.017113,0.3967,3.3786,0.6085,0.09821,96.25,0.28302,3.3861,81.11,0.02327,0.6364
2020-08-31,0.12253,0.1347,0.5021,7.205,13.0663,0.3478,273.5,23.1477,1.7708,11649.51,0.05142,0.0004482,0.9996,0.1494,0.04371,86.1,0.06097,0.0003099,0.0032073,0.21423,3.2081,6.5858,433.79,4.208,0.005,0.01172,0.0456,0.5953,0.007111,0.3613,0.011449,15.5772,1.7822,60.92,0.02652,0.01111,1.1371,20.443,0.4623,5.1197,0.8817,3.359,1.6045,0.2496,0.47619,0.02917,0.9996,0.017372,0.3831,3.5954,0.6516,0.09678,93.1,0.28115,3.2432,78.29,0.02241,0.6121
2020-09-01,0.12445,0.1385,0.5168,7.218,15.516,0.3347,292.07,24.7028,1.7278,11921.97,0.0488,0.0004534,0.9997,0.1573,0.04114,89.05,0.0565,0.0003031,0.0032411,0.21008,3.4724,6.7359,475.4,4.479,0.005033,0.01406,0.04541,0.5838,0.007094,0.3648,0.010114,16.0333,1.8574,62.69,0.02548,0.01094,1.124,21.517,0.4549,4.9959,0.8845,3.518,1.4911,0.2362,0.489,0.03466,0.9997,0.016989,0.4912,3.5345,0.6003,0.09881,96.99,0.29521,3.4448,83.17,0.0219,0.601
2020-09-02,0.11489,0.1293,0.4638,6.643,14.4114,0.3165,263.83,24.7652,1.5803,11388.54,0.0499,0.0004181,0.9992,0.1518,0.03797,83.27,0.05523,0.000283,0.0031161,0.20222,3.1016,6.2946,439.5,4.239,0.00462,0.01156,0.04259,0.5476,0.006661,0.3381,0.009704,14.7982,1.75,58.06,0.02343,0.00972,1.0551,20.33,0.4352,4.3826,0.807,3.238,1.3931,0.2178,0.47499,0.03449,0.9992,0.015995,0.5479,3.2748,0.57,0.09228,91.07,0.27595,3.1399,75.9,0.02037,0.5582
2020-09-03,0.09446,0.0981,0.3486,4.899,11.0663,0.2508,213.69,20.3592,1.4131,10140.85,0.0358,0.0004292,0.9985,0.1111,0.0289,66.6,0.04434,0.000252,0.0027692,0.1711,2.6133,5.4849,381.4,3.615,0.003889,0.00881,0.03868,0.437,0.005066,0.2732,0.008186,11.8895,1.4108,47.28,0.01908,0.00743,0.816,17.725,0.3233,3.5248,0.6113,2.388,1.047,0.1811,0.4019,0.03996,0.9986,0.012343,0.3938,2.4758,0.4506,0.07781,77.1,0.24409,2.5528,56.77,0.01587,0.4443
2020-09-04,0.10156,0.1029,0.374,5.463,10.9205,0.2646,229.98,20.9712,1.3132,10446.25,0.03697,0.0003982,0.9992,0.1194,0.03117,72.62,0.04525,0.0002457,0.0028797,0.17026,2.9948,5.3018,385.26,3.655,0.003894,0.01057,0.03878,0.4613,0.005465,0.2889,0.009063,12.3708,1.5042,50.32,0.01924,0.008,0.8801,18.904,0.3423,4.235,0.6465,2.578,1.086,0.1864,0.42422,0.03552,0.9993,0.014268,0.4117,2.6204,0.5485,0.08074,82.08,0.25385,2.7418,59.64,0.01659,0.5141
2020-09-05,0.09,0.0908,0.3415,4.918,8.1625,0.2372,225.71,19.4698,1.0007,10166.69,0.04821,0.0003427,1.0,0.0984,0.0287,68.02,0.03926,0.000213,0.002764,0.15299,2.9387,5.023,335.01,3.333,0.003405,0.00915,0.03615,0.417,0.004833,0.2646,0.008412,10.6017,1.3599,47.83,0.01797,0.00672,0.8128,16.964,0.2955,3.756,0.6334,2.344,0.9244,0.1549,0.39346,0.02988,0.9999,0.012101,0.327,2.3133,0.4577,0.07541,77.71,0.23738,2.4821,55.98,0.01494,0.4299
2020-09-06,0.0926,0.0954,0.3757,5.178,9.6426,0.2582,227.67,23.142,1.1768,10256.2,0.04932,0.0003417,0.9999,0.1014,0.02975,70.12,0.04256,0.0002236,0.0027859,0.15969,2.9024,5.1492,352.8,3.654,0.003651,0.00965,0.03647,0.4401,0.005073,0.2863,0.00872,12.8044,1.37,47.92,0.01868,0.00701,0.8398,17.156,0.3096,3.9219,0.6433,2.422,0.9973,0.191,0.42602,0.03142,0.9998,0.012354,0.351,2.471,0.4807,0.07742,80.15,0.23986,2.5495,58.92,0.01528,0.4605
2020-09-07,0.0936,0.0937,0.3722,5.053,9.3197,0.2528,228.74,22.4426,1.12,10373.44,0.05677,0.0003385,1.0,0.1,0.02877,76.05,0.04149,0.0002189,0.0028151,0.15015,2.852,5.0983,353.59,3.679,0.003662,0.0091,0.0367,0.4261,0.005963,0.2844,0.009227,12.47,1.4066,48.84,0.0188,0.00692,0.8527,18.204,0.3048,3.5991,0.6365,2.41,0.9851,0.2077,0.41567,0.03249,1.0,0.012201,0.3367,2.3998,0.4825,0.07867,82.56,0.24198,2.5582,61.86,0.01532,0.4598
2020-09-08,0.09101,0.0919,0.349,4.952,8.5154,0.251,222.39,23.2837,1.0411,10126.65,0.04957,0.0003416,1.0003,0.0975,0.02846,74.74,0.03983,0.00022,0.002747,0.1539,2.7622,5.0882,337.39,3.593,0.003491,0.00888,0.03629,0.4036,0.006604,0.2767,0.010516,11.746,1.3407,47.47,0.01821,0.00712,0.8184,17.122,0.2971,3.5392,0.6756,2.359,0.9109,0.2207,0.3984,0.03518,1.0001,0.012119,0.3229,2.32,0.4679,0.07745,84.19,0.23657,2.5015,58.69,0.01555,0.433
2020-09-09,0.09331,0.0957,0.413,5.32,8.7705,0.2567,224.09,24.4716,1.1848,10219.2,0.04948,0.0003514,0.9998,0.1002,0.029,75.5,0.04078,0.0002283,0.002779,0.16444,2.7514,5.0505,350.85,3.728,0.003692,0.00917,0.03714,0.4165,0.00625,0.2855,0.010893,12.3444,1.4001,47.82,0.02005,0.00717,0.8365,17.282,0.3145,3.8453,0.6818,2.439,1.0239,0.2096,0.47727,0.03397,0.9999,0.012841,0.3369,2.3971,0.48,0.07832,84.26,0.23901,2.5283,59.92,0.01647,0.4597
2020-09-10,0.09709,0.1099,0.4131,5.324,8.8284,0.2656,227.38,24.5489,1.1562,10336.87,0.03723,0.0003554,0.9997,0.1133,0.03168,77.01,0.04814,0.0002328,0.0028077,0.1757,2.7767,5.1856,367.93,3.791,0.003644,0.00971,0.03879,0.4562,0.007731,0.2994,0.010944,12.4957,1.4542,48.67,0.02038,0.00721,0.8681,18.462,0.3262,3.8411,0.7663,2.622,1.0351,0.2062,0.48698,0.03299,0.9997,0.013005,0.3579,2.4337,0.5091,0.08117,85.61,0.24302,2.5757,62.07,0.01727,0.4707
2020-09-11,0.09701,0.1121,0.411,5.342,8.8206,0.2639,225.2,25.399,1.1658,10387.89,0.0354,0.0003594,0.9996,0.1155,0.03322,77.09,0.04506,0.0002362,0.0027956,0.17235,2.7846,5.2164,373.63,3.834,0.003791,0.00966,0.03852,0.4483,0.007514,0.2931,0.010892,12.4406,1.4494,48.96,0.02107,0.00748,0.889,20.319,0.3396,3.839,0.8583,2.816,1.1349,0.2131,0.50008,0.0335,0.9996,0.013239,0.3868,2.5,0.5372,0.08374,83.95,0.24252,2.5691,63.32,0.01724,0.5277
2020-09-12,0.09771,0.1095,0.409,5.603,8.9999,0.2739,230.23,28.505,1.1942,10440.92,0.03232,0.0003606,0.9999,0.114,0.03378,79.34,0.0471,0.0002355,0.0028141,0.17241,2.8052,5.2316,387.78,4.009,0.003899,0.00978,0.03858,0.492,0.008372,0.2987,0.011885,12.7187,1.4911,50.8,0.02098,0.00747,0.9386,21.725,0.3318,4.116,0.8097,2.854,1.1923,0.2275,0.54873,0.03272,0.9999,0.013419,0.4169,2.6119,0.5513,0.08382,86.7,0.24752,2.5978,65.68,0.01778,0.5162
2020-09-13,0.09507,0.1034,0.3774,5.32,8.6079,0.2579,222.1,31.1656,1.1127,10332.83,0.02923,0.0003399,0.9999,0.1063,0.03123,75.53,0.04267,0.0002194,0.002783,0.16116,2.7249,5.06,366.42,3.98,0.003641,0.00891,0.03702,0.4792,0.007372,0.281,0.010061,12.067,1.4088,48.15,0.01976,0.00691,0.8754,20.339,0.301,3.8423,0.7708,2.648,1.1323,0.1992,0.54238,0.03065,0.9999,0.01281,0.3781,3.0776,0.4936,0.08001,86.18,0.24218,2.6249,62.54,0.01668,0.4905
2020-09-14,0.09663,0.1038,0.3819,5.381,8.2002,0.2565,225.83,31.2523,1.1715,10671.77,0.02899,0.0003462,0.9998,0.107,0.03369,75.13,0.04331,0.0002238,0.0027851,0.16712,2.7317,5.1494,377.12,4.082,0.003655,0.00895,0.03741,0.5144,0.006765,0.2847,0.010576,12.1374,1.4603,49.08,0.02009,0.00694,0.8876,22.018,0.299,3.8423,0.8556,2.639,1.1094,0.2038,0.52979,0.03039,0.9999,0.012861,0.3794,2.8853,0.4893,0.08021,91.68,0.24564,2.6122,63.28,0.01676,0.4729
2020-09-15,0.09313,0.0975,0.3539,4.866,7.431,0.2462,235.19,27.1181,1.0548,10785.31,0.02705,0.0003329,1.0001,0.0999,0.03082,72.95,0.04235,0.0002156,0.0028278,0.15889,2.7034,5.1688,364.06,3.822,0.003523,0.00857,0.036,0.5096,0.006313,0.2736,0.009395,10.9314,1.3735,48.31,0.02045,0.00629,0.8657,20.27,0.274,3.4731,0.7947,2.466,0.983,0.1795,0.53596,0.02788,1.0001,0.012569,0.3596,2.4875,0.4559,0.07778,91.16,0.24331,2.5002,59.4,0.01564,0.4486
2020-09-16,0.09151,0.0982,0.3598,5.122,7.064,0.2508,230.85,27.8695,1.0209,10954.01,0.02685,0.0003326,1.0001,0.1018,0.0296,73.01,0.04487,0.0002229,0.0028053,0.15613,2.713,5.1179,365.11,3.826,0.003418,0.00901,0.03619,0.4953,0.006689,0.2708,0.009499,10.7367,1.3649,47.76,0.01981,0.00611,0.8626,20.997,0.2778,3.4148,0.8219,2.448,1.2035,0.199,0.52668,0.02639,1.0,0.01246,0.3381,2.5589,0.4393,0.07999,88.27,0.24686,2.4711,58.34,0.01689,0.4283
2020-09-17,0.09408,0.0985,0.3565,5.062,6.6072,0.2496,232.91,27.095,1.0112,10939.99,0.02608,0.0003323,0.9998,0.099,0.02959,73.32,0.04308,0.0002293,0.0028078,0.16159,2.7375,5.2043,389.36,3.853,0.003429,0.00897,0.03466,0.4707,0.00644,0.2812,0.009093,11.0139,1.3807,48.85,0.02044,0.00615,0.86,23.833,0.267,3.2787,0.8318,2.566,1.2525,0.1873,0.55972,0.02813,0.9998,0.013514,0.3276,2.5523,0.4473,0.08043,92.82,0.25214,2.472,59.65,0.01664,0.4407
2020-09-18,0.09093,0.0909,0.3369,4.966,6.0684,0.2435,234.0,27.629,0.9871,10933.39,0.02947,0.0003316,0.9998,0.0984,0.03,72.24,0.0411,0.000223,0.0027892,0.16631,2.6905,5.1854,384.39,3.85,0.003336,0.00879,0.03449,0.4754,0.006525,0.2735,0.009125,10.094,1.3672,48.54,0.02103,0.00593,0.838,25.307,0.268,3.0236,0.8047,2.804,1.1,0.1857,0.57489,0.02905,1.0001,0.01443,0.3098,2.4474,0.4155,0.07825,92.47,0.25065,2.3894,57.9,0.01706,0.4167
2020-09-19,0.09141,0.0917,0.3423,4.943,7.0871,0.2426,233.16,27.2035,0.9049,11080.65,0.02677,0.0003343,1.0,0.0987,0.03071,72.85,0.04073,0.0002269,0.0027901,0.16898,2.7031,5.2177,385.25,3.849,0.003384,0.00906,0.0344,0.4672,0.006347,0.2719,0.009361,10.1209,1.3973,48.52,0.02088,0.00581,0.8417,24.5,0.2678,3.0656,0.7687,2.631,1.0557,0.191,0.57862,0.02768,1.0002,0.015265,0.3116,2.5426,0.4209,0.07857,94.61,0.25112,2.319,57.97,0.01686,0.429
2020-09-20,0.08936,0.0912,0.3273,4.664,6.5869,0.2376,226.24,26.316,0.8576,10920.28,0.0264,0.0003292,1.0002,0.1023,0.02892,70.77,0.03978,0.0002171,0.0027729,0.16018,2.6715,5.0895,371.04,3.749,0.003343,0.00885,0.03361,0.4585,0.00618,0.2627,0.008405,9.7357,1.3407,47.09,0.02188,0.00572,0.796,23.579,0.2633,2.8976,0.713,2.52,0.9881,0.196,0.55705,0.02694,1.0002,0.014476,0.2995,2.4389,0.4117,0.07693,92.63,0.24652,2.2196,57.6,0.01572,0.3953
2020-09-21,0.07983,0.0817,0.2873,4.081,5.9083,0.2131,212.48,23.1232,0.7727,10417.22,0.02406,0.0002971,1.0001,0.0908,0.0257,66.81,0.03479,0.000209,0.0025972,0.14348,2.5051,4.8161,340.36,3.591,0.003262,0.00799,0.03131,0.4115,0.005421,0.2398,0.008432,8.7114,1.2051,43.16,0.01881,0.00516,0.725,20.112,0.2424,2.551,0.6432,2.263,0.8839,0.1848,0.57114,0.0249,1.0002,0.012605,0.2612,2.1531,0.3575,0.06996,89.13,0.23102,1.9727,51.63,0.0138,0.3674
2020-09-22,0.08146,0.0837,0.3062,4.21,6.1931,0.2287,220.08,24.0468,0.793,10529.61,0.025,0.0002983,1.0001,0.0927,0.02555,68.12,0.03658,0.0002101,0.0026432,0.15481,2.5718,4.9453,344.21,3.616,0.003138,0.00806,0.03206,0.4187,0.00551,0.2436,0.008377,8.7401,1.1942,44.47,0.01959,0.00522,0.7507,20.205,0.2496,3.2355,0.6473,2.341,0.9431,0.1685,0.57472,0.02499,1.0001,0.01234,0.2641,2.2183,0.3667,0.07167,92.56,0.23302,2.1072,53.31,0.01415,0.3804
2020-09-23,0.07663,0.0746,0.269,3.839,5.7319,0.213,207.97,22.8331,0.7193,10241.46,0.02276,0.0002852,1.0003,0.0867,0.02396,64.86,0.0352,0.0002002,0.0025444,0.14358,2.4423,4.8357,320.72,3.439,0.002871,0.00725,0.02965,0.3715,0.005294,0.2326,0.007402,7.6364,1.1276,42.96,0.01769,0.00486,0.6773,19.685,0.2452,2.7528,0.5798,2.176,0.8191,0.1544,0.55482,0.02486,1.0004,0.011381,0.2339,2.1718,0.3361,0.0674,87.17,0.22164,1.9532,51.84,0.01389,0.3407
2020-09-24,0.08254,0.0791,0.2941,4.483,6.6061,0.2259,216.22,24.5745,0.8257,10736.32,0.02401,0.000303,0.9998,0.0929,0.02588,67.79,0.03858,0.0002281,0.0026297,0.15513,2.5337,4.9688,348.97,3.647,0.003245,0.00798,0.03223,0.4079,0.005795,0.2469,0.008483,9.87,1.2097,44.92,0.01895,0.00536,0.7486,21.813,0.2615,3.1137,0.6365,2.319,0.8854,0.1668,0.63897,0.02625,0.9997,0.012385,0.2641,2.3686,0.3723,0.07043,91.84,0.23276,2.1552,55.16,0.0146,0.3825
2020-09-25,0.09693,0.0807,0.3174,4.791,7.0081,0.2323,216.52,24.6924,0.8959,10686.67,0.02414,0.0003099,0.9997,0.093,0.02662,68.55,0.03963,0.000228,0.0027015,0.15373,2.5445,4.9772,351.92,3.631,0.003247,0.00813,0.03242,0.4131,0.005842,0.2558,0.008133,10.7279,1.2005,46.02,0.01912,0.00552,0.7668,21.311,0.2553,3.148,0.6533,2.36,0.9275,0.1656,0.66533,0.02714,0.9995,0.012909,0.2878,2.3894,0.378,0.07467,92.93,0.24154,2.21,54.87,0.01592,0.406
2020-09-26,0.09547,0.0823,0.3253,4.607,6.951,0.2328,221.32,26.1998,0.8951,10728.6,0.02467,0.000309,0.9999,0.096,0.02669,69.04,0.04115,0.0002239,0.0026972,0.16132,2.5655,5.3621,353.92,3.643,0.003295,0.00828,0.03235,0.4261,0.00583,0.263,0.008105,10.3169,1.2217,46.03,0.01883,0.00551,0.8286,21.004,0.2597,3.1049,0.6883,2.399,0.9808,0.1617,0.6965,0.02718,0.9999,0.012851,0.3035,2.5148,0.378,0.07385,94.63,0.24153,2.1701,56.2,0.01633,0.3914
2020-09-27,0.1013,0.098,0.3209,4.727,6.4901,0.2294,229.33,26.251,0.9459,10774.25,0.02454,0.0003034,1.0,0.0969,0.02625,68.78,0.03977,0.0002201,0.0026954,0.16988,2.5897,5.444,357.49,3.618,0.003138,0.00806,0.03145,0.4155,0.005815,0.2597,0.007958,10.7939,1.2111,46.05,0.01875,0.00551,0.8271,21.147,0.2623,3.0844,0.6624,2.37,0.9536,0.1563,0.74923,0.02659,1.0001,0.012741,0.2891,2.4835,0.3719,0.07335,97.09,0.24334,2.1769,55.55,0.01548,0.3953
2020-09-28,0.1003,0.0866,0.327,4.826,6.5162,0.2341,225.75,26.9855,1.0063,10696.12,0.02429,0.0002976,1.0002,0.0936,0.02677,67.35,0.0406,0.0002132,0.0026504,0.16803,2.5626,5.411,353.96,3.599,0.003042,0.00781,0.0318,0.4009,0.005927,0.2686,0.007753,10.283,1.1945,45.23,0.01884,0.00548,0.8168,20.11,0.297,3.7724,0.639,2.425,0.8944,0.1506,0.71583,0.02625,1.0005,0.012765,0.2898,2.4173,0.3795,0.07323,95.12,0.24107,2.2449,56.22,0.01511,0.4132
2020-09-29,0.1011,0.0863,0.3392,5.309,6.6874,0.2376,229.06,28.8946,1.0035,10840.48,0.02404,0.0003099,1.0,0.0949,0.02733,68.45,0.0401,0.0002154,0.0026727,0.16013,2.5995,5.4137,359.79,3.672,0.003064,0.00798,0.03193,0.4261,0.005964,0.2741,0.008324,10.135,1.1821,45.69,0.01962,0.00536,0.8169,19.691,0.284,4.11,0.64,2.433,0.9406,0.1542,0.77833,0.0263,1.0,0.013169,0.2918,2.4515,0.3959,0.07407,100.51,0.24285,2.2305,61.25,0.01747,0.408
2020-09-30,0.10136,0.0836,0.3469,5.372,6.49,0.2394,227.96,29.2656,1.1586,10776.59,0.02306,0.000335,1.0,0.0947,0.02641,69.17,0.04083,0.0002177,0.002635,0.16054,2.5777,5.3972,359.83,3.654,0.00306,0.00784,0.03168,0.4206,0.005923,0.2833,0.008075,9.8694,1.1767,46.24,0.02014,0.00546,0.827,19.078,0.2778,4.0202,0.6278,2.435,0.9046,0.1614,0.74859,0.02621,1.0,0.013519,0.2985,2.5734,0.3987,0.07484,108.6,0.24171,2.2004,64.1,0.01955,0.4091
2020-10-01,0.09804,0.0819,0.335,5.135,6.4226,0.2303,228.12,27.4673,1.05,10619.13,0.0218,0.0003332,1.0004,0.0926,0.02544,68.06,0.04058,0.0002112,0.0026246,0.15373,2.5446,5.3287,352.85,3.611,0.003022,0.00743,0.03103,0.4333,0.005696,0.272,0.007527,9.6394,1.1321,46.25,0.01898,0.0054,0.815,18.786,0.2755,4.0159,0.6185,2.365,0.9118,0.1555,0.7277,0.02581,1.0003,0.012732,0.276,2.624,0.3714,0.07314,103.74,0.23819,2.1922,64.67,0.01945,0.3989
2020-10-02,0.09286,0.0791,0.3158,4.906,6.0471,0.2239,219.66,27.3369,0.984,10570.4,0.02135,0.0003319,0.9999,0.0891,0.02507,65.95,0.03954,0.0002153,0.0025902,0.15051,2.4787,5.1802,345.6,3.533,0.002908,0.00708,0.03044,0.3948,0.005456,0.2688,0.007181,9.2167,1.1038,44.88,0.01819,0.00521,0.7839,18.089,0.2671,3.7868,0.5982,2.288,0.8697,0.1484,0.69902,0.0259,1.0,0.011859,0.2559,2.452,0.3512,0.07096,101.61,0.23386,2.0867,63.85,0.01802,0.3897
2020-10-03,0.09328,0.0787,0.3154,5.01,5.9803,0.2204,218.53,28.1867,1.0159,10542.06,0.02126,0.0003303,0.9998,0.0896,0.02506,65.6,0.03991,0.0002142,0.0025955,0.15,2.4786,5.1341,345.95,3.542,0.002941,0.00737,0.03077,0.3896,0.005366,0.2659,0.007152,9.269,1.1101,45.51,0.01849,0.00512,0.7711,17.806,0.2783,3.7216,0.5919,2.297,0.8354,0.1556,0.75199,0.02719,0.9998,0.011739,0.2479,2.42,0.3465,0.071,103.58,0.23273,2.1143,60.73,0.01857,0.3762
2020-10-04,0.09686,0.0793,0.312,5.314,5.9966,0.2235,220.89,28.9668,1.1808,10666.63,0.02113,0.0003296,0.9998,0.0898,0.02537,66.39,0.04025,0.0002123,0.002633,0.15222,2.5176,5.1535,352.37,3.552,0.002954,0.00714,0.03091,0.3942,0.005502,0.275,0.007268,9.3922,1.1295,46.69,0.01858,0.00521,0.769,18.125,0.2801,3.6295,0.5989,2.306,0.8641,0.1574,0.7724,0.02644,0.9998,0.011657,0.2604,2.3699,0.3466,0.0729,105.46,0.24794,2.1113,63.12,0.02129,0.3764
2020-10-05,0.09738,0.08,0.3184,5.366,5.8678,0.2215,221.75,28.6158,1.1648,10792.21,0.02116,0.0003286,0.9998,0.0897,0.02503,67.15,0.04148,0.0002127,0.0026182,0.15475,2.5257,5.0997,353.62,3.541,0.00294,0.00734,0.03107,0.3936,0.005509,0.2712,0.007365,9.6176,1.1144,46.34,0.01884,0.00532,0.7648,17.664,0.2712,3.8074,0.5983,2.302,0.901,0.1552,0.7428,0.02643,0.9997,0.011383,0.2558,2.3597,0.352,0.07331,112.73,0.2503,2.1429,65.76,0.0207,0.3766
